,Unnamed: 0,company,job_title,listing_id,address,employment_type,seniority,min_exp,job_cat,salary_range,salary_unit,date_posted,date_expiry,job_description,avg_salary
114,114,TALENTVIS SINGAPORE PTE. LTD.,data scientist,MCF-2021-0228819,"ORCHARD GATEWAY @ EMERALD, 218 ORCHARD ROAD 238851",contract,Executive,4,information technology,"$7,000to$10,000",Monthly,Posted 20 May 2021,Closing on 19 Jun 2021,"Roles & Responsibilities
Interest in being the bridge between engineering and analytics
Knowledge about system design, data structure and algorithms
Familiar with data modelling, data access, and data storage infrastructure like Data Mart, Data Lake, and Data Warehouse
Proficient in general data cleaning and transformation (e.g. SQL, pandas, R, etc)
Familiar with rest API and web requests/protocols in general
Proficient with processing data from open-standard file format or data interchange format (e.g. XML, JSON)
Comfortable in both windows and Linux development environments
Proficient in advanced analytics techniques (e.g. machine learning algorithms, statistical methods: regression, classification)
Experience in research or industry experience pertaining to data (e.g. Predictive, Fraud/Anomaly Detection, Text Analytics, Customer Segmentation)
Proficient in statistical software tools (e.g. R, Python, Stata)
Proficient in business Intelligence tools (e.g. Tableau, Qlik, MS PowerBI, MicroStrategy)
REQUIREMENTS:
Employ statistics/computer science techniques to extract, clean and interpret the data into insights from structured and unstructured data. Web scraping may be also a part of the work scope in data extraction.
Collaborate with Project Manager, Visualisation Developer, Data Engineer, UX Designers and Data Analyst to build scalable data-driven products
Work in an Agile Environment that practices Continuous Integration and Delivery
Support and advise best practices in data management standards, policies and procedures",8500.0
115,115,TALENTVIS SINGAPORE PTE. LTD.,engineer,MCF-2021-0228839,"ORCHARD GATEWAY @ EMERALD, 218 ORCHARD ROAD 238851",contract,Executive,4,information technology,"$6,500to$9,500",Monthly,Posted 20 May 2021,Closing on 19 Jun 2021,"Roles & Responsibilities
Proficient in Business Intelligence tools (e.g. Tableau, Qlik, MS PowerBI, MicroStrategy)
Interest in being the bridge between engineering and analytics
Knowledge about system design, data structure and algorithms
Familiar with data modelling, data access, and data storage infrastructure like Data Mart, Data Lake, and Data Warehouse
Proficient in general data cleaning and transformation (e.g. SQL, pandas, R, etc)
Experience in ajax, rest API, and communicating with databases (e.g. MS SQL Server, mongoDB, postgres/gis)
Proficient with processing data from open-standard file format or data interchange format (e.g. XML, JSON)
Comfortable in both windows and Linux development environments
Good sense of aesthetics and design skills
REQUIREMENTS:
Assist stakeholders to interpret and understand complex dataset for insights
Design, build, launch and maintain efficient and reliable visualisation with actionable insights
Collaborate with Project Manager, Data Engineer, Data Scientist, UX Designers and Data Analyst to build scalable data-driven products
Work in an Agile Environment that practices Continuous Integration and Delivery
Support and advise best practices in data management standards, policies and procedures",8000.0
116,116,MIRANA TECH PTE. LTD.,data scientist,MCF-2021-0229590,Islandwide,full time,Senior Executive,3,information technology,"$10,000to$20,000",Monthly,Posted 20 May 2021,Closing on 19 Jun 2021,"Roles & Responsibilities
Responsibilities:
· Feature engineering on financial market data and market trends
· Research on financial market data with purpose of detecting trading behaviour anomaly and market patterns
· Develop risk management system for the exchange by identifying the leading factors of market movements and measuring the impact of market fluctuations
· Enhancing data collection procedures to include information that is relevant for building analytic systems
· Processing, cleansing, and verifying the integrity of data used for analysis
· Building models to address business problem
· Presenting information using data visualization techniques
· Selecting features, building and optimizing classifiers using machine learning techniques
· Extending company’s data with third party sources of information when needed
· Creating automated anomaly detection systems and constant tracking of its performance

Requirements:
· Proven previous experience as a Data Scientist or Data Analyst
· Large market experience (USA, China, India etc) required
· Degree in Computer Science / Statistics / Mathematics / Financial Engineering or other quantitative field is a must
· Ability to speak native level Mandarin in order to collaborate with Mandarin speaking colleagues and clients based in Mainland China, who can’t speak English
· Experience in data mining
· Experience in machine learning application in finance market data, preferably in pattern recognition, anomaly detection. Familiarity with unsupervised algorithms
· Proficiency in Python/C++/Java/R
· Working experience with databases like SQL/ElasticSearch
· Exposure to algorithm trading and knowledge of market microstructure is a plus
· Familiarity with AWS and Linux is a plus
· Good applied statistics skills, such as distributions, statistical testing, regression, etc
· Problem Solving aptitude
· Ability to meet deadlines and work in a fast-paced environment
· Team player who is independent and collaborative",15000.0
117,117,DATASPARK PTE. LTD.,data scientist,MCF-2021-0040719,"COMCENTRE, 31 EXETER ROAD 239732",full time,Senior Executive,4,information technology,"$6,000to$9,000",Monthly,Posted 20 May 2021,Closing on 19 Jun 2021,"Roles & Responsibilities
Responsibilities
Translate pain-points of stakeholders into problem statements, architect and implement AI technologies/solutioning and present results and insights to business stakeholders.
Solid track record of deploying machine learning algorithms in production environment.
Work with business, data analyst, and IT stakeholders on data ingestion, architecture, test and solution design for model production and deployment
Develop and deploy analytical solutions across a variety of business functions, including, but not limited to: customer acquisition, customer retention, product development, pricing decisions, network roll-out, fraud identification
Track and improve performance of analytical solutions developed
Communicate findings to wider audiences within Singtel and be a data evangelist within the Singtel consumer group
Stay current on cutting edge business applications, tools and approaches
Required Skills and Qualifications
Significant relevant experience in building and deploying data science solutions on large amounts of data.
Advanced degree preferred: Masters degree with 3-5 years experience in Computer Science, Applied Mathematics, Statistics, Machine Learning, or a related quantitative field.
Deep technical and data science expertise, including experience in the following:Analytical methods: statistical modeling (e.g., linear regression, GLMs, time series), supervised machine learning (e.g., random forests, neural networks), design of experiments, segmentation/clustering, text mining, network analysis (e.g., location allocation), optimization, simulation
Analytics tools: Data wrangling (SQL, R, Python, PostGRESql, Spark, Hadoop/Hive), Data Modeling (R, Python), Data visualization (Tableau)
Experience building in-production models, including associated scripting, error handling and documentation
Strong record of professional accomplishment
Highly self-driven, demonstrate critical thinking, team player & fast learner
Excellent communication and presentation skills in English",7500.0
118,118,ADECCO PERSONNEL PTE LTD,analyst,MCF-2021-0225747,"SHAW CENTRE, 1 SCOTTS ROAD 228208",full time,Senior Executive,8,consulting,"$8,000to$15,000",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities
Company X is implementing a Data Governance programme as part of our Data Transformation journey. The new Data Governance framework will enable improved Investment Data Quality by reinforcing Data Ownership across the Business and rolling-out systematic Investment Data Quality Controls as per the DQM Framework (ie. CDE, Data Quality rules & threshold definition, Data Quality issue management including remediation and escalation process). The Investment Data Governance function and framework is targeted to be in placed in Q4 2021.

As part of the DMO team, your role will be as follows:
Ensure increased control of our data and it’s data lineage by focusing on data operations & control on what is required by investment processes
Ensure data sets are complete, and represent exhaustively our Target Operating Model (eg. General Assets vs ILP, different asset class and it’s investment lifecycle)
Ensure Data Quality - besides data completeness, it is imperative to ensure data is also accurate (single source of truth) and timely so it can be used with confidence by business users in their investment processes (This will include identifying key elements underpinning data quality, understanding how data is used and why it is important and bridging the gap in the investment processes)
The candidate is also expected to understand how AIA data is used (data flow) and how it will impact investment processes and be able to recommend different metrics and controls and part of continuous improvement (eg. more standardisation of data, improved validation of data)
Like many organizations, in Company X data quality checking is often carried out in silos and resource intensive (different teams) across the various processing areas within the organisation. In many cases it is done manually and sometimes duplicated across different areas. Hence, as part of the Data Governance programme Company X is implementing a Data Governance tool to systemize and automate the data quality check, ensuring that only appropriate exceptions are raised and allocated to relevant staff for action. This tool will also enable more efficient and effect data error reporting, which in turns enables us to immediately review any data process gaps and fix them timely.
As part of the DMO team, you will be also expected to support the Data Governance tool roll-out. Experience in implementing Data Governance tool (at least 1 successful implementation cycle) in Infogix, Informatica, Curium, Collibra, Ataccama or similar tools will be an added advantage.

Job Requirements
Education – Minimum undergraduate
Experience:
Minimum 8 years of experience as a Business Analyst cum Data Analyst with leading role in establishing Data Governance initiatives for a reputable investment management company.
Knowledge in Investment processes and data (security, pricing, reference data, corporate action and transaction data) for an asset management company is an advantage
Experience or knowledge in Data Modelling and Database table schemas
Must be an expert in Microsoft excel, Visio and business presentations
Excellent communication and writing skills
Strong SQL/PL-SQL knowledge to query database would be an added advantage",11500.0
119,119,GFT TECHNOLOGIES SINGAPORE PTE. LTD.,analyst,MCF-2021-0227445,Islandwide,full time,Professional,5,banking and finance,"$5,500to$10,000",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities
We are seeking an experienced Data Analyst / Engineer having 5+ years' experience as a Data Engineer in Financial Service Industry.

You will work closely with the business and technical stakeholders based in Singapore, as well as a Delivery Manager and functional and technical teams based in onshore/offshore locations.
Skills and Experience Required
Experience in building and optimizing ‘big data’ data pipelines, architectures and data sets.
Experience with big data tools: Hadoop, Spark, Hive, Kafka, Hbase etc.
Experience with stream-processing systems: Spark-Streaming
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases e.g. Oracle, Maria DB, Teradata etc.
Software Engineer/Data Engineer: query tuning, performance tuning, troubleshooting, and debugging Spark and/or other big data solutions.
Hands-on and technical experience with Apache Spark
Experience with deploying, operating, and debugging big data platforms and tools such as Spark, Hive, Presto, Alluxio and Airflow
Proven track-record of building and operating large-scale, high-throughput, low-latency production systems.
Experience with data pipeline and workflow management tools e.g. Airflow, Jenkins etc.
Experience performing root cause analysis on internal and external data and processes.
Proven track-record of building and operating large-scale, high-throughput, low-latency production systems.
Proficiency in any one of the high-level languages – Java, Scala, Python along with a fair understanding of data structure, algorithms and their runtime complexities.
Solid understanding of both object-oriented and functional programming concepts
Experience with Development Tools for CI/CD, Unit and Integration testing, Automation and Orchestration, REST API, BI tools and SQL Interfaces
Possess good communications skills to understand core business objectives and build end-to-end data centric solutions to address them
Bachelor's Degree in Engineering or Information Systems related.Good critical thinking and problem-solving abilities
Good English communication and presentation skills (excellent verbal and written communication)
Who are we?
Having started in Germany in 1987, GFT Technologies has grown to become a trusted Software Engineering and Consulting specialist for the international financial industry, counting many of the world’s largest and best-known Banks as our clients.

We’ve been a pioneer of near-shore delivery since 2001 and now offer a global team spanning 16 countries with a global workforce of over 6,000 people around the world. GFT is recognised by industry analysts, such as Everest Group, as a leader amongst the global mid-sized Service Integrators and ranked in the Top 20 leading global Service Integrators in many of the exponential technologies such as Open Banking, Blockchain, Digital Banking, and Apps Services.

Today, GFT continues to drive growth through digital transformation working closely with leading global digital and virtual banks. We do this through a combination of consulting services, IT solutions, applications management, and outsourcing focusing heavily on the ‘ABCD’ domains (Artificial Intelligence and Machine Learning, Blockchain Solutions, Cloud Technologies and Data Analytics).

But most importantly: we are still human beings. A core value of ours is ‘small enough to care, big enough to deliver’. Meaning we aim to keep the family-run business values at the core of how we do business while still being a publicly traded Group company on the Frankfurt Stock Exchange.

Our culture is about staying closely connected, being agile, lean, and having a flat organization. On the other hand, we also strive to remain relevant to our clients’ business as they trust us with helping them on their transformation journeys delivering business-critical IT solutions and projects.

Since early 2019, GFT has been driving our expansion into the APAC region, rapidly winning new clients including Mox Bank (a cloud-native Virtual Bank for Hong Kong millennials that GFT has helped build from the ground up), Standard Chartered, DBS, HSBC, SGX and many more.

Come join our APAC team and help us drive our growth in the region ...

You can learn more about our latest advancements and news at https://www.gft.com/sg/en/index/",7750.0
120,120,ENCORA TECHNOLOGIES PTE. LTD.,analyst,MCF-2021-0227127,Islandwide,contract,Professional,3,information technology,"$5,000to$8,000",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities
12 months renewable contract through Encora

Proven experience as an Analytics Manager or Senior Data Analyst
· Ability to work in a fast-paced dynamic environment to produce actionable & visually appealing reports/dashboards for the use cases.
· Analytical skills and strong organizational abilities
· Experience in working with NoSQL databases [Elasticsearch]
· Proficient in Rest APIs, JSON, XML parsing to handle the streaming data.
· Solid experience in data analysis and reporting; Banking industry experience in infrastructure domain is a plus
· Knowledge of Excel, Python and SQL; familiarity with business intelligence tools (e.g. Tableau, Arcadia Data, PowerBI, Kibana)
· Ability to work in a fast-paced dynamic environment to produce actionable & visually appealing reports/dashboards for the use cases.",6500.0
121,121,TEMASEK LIFESCIENCES ACCELERATOR PTE. LTD.,analyst,MCF-2021-0075679,1 RESEARCH LINK 117604,full time,Executive,3,others,"$3,500to$5,000",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities
Responsibilities:
Develop data collection solutions to mine complex data sets from agronomy systems
Use data science to capture, analyse and translate data into effective, practical and efficient processes to improve farming protocol
Formulate and implement new data capturing techniques and processes
Partner with Developments, Operations, Agronomy and IT teams to develop data driven analytical tools aimed at maximizing farm production.
Develop data pipelines for automation, scalability, extensibility, and transparency within business, and its users.
Knowledge of IOT, cloud services and integration into simplified data capture ecosystem
Ensure information systems meet requirements for predictive and efficient analytics
Preferred Qualifications:
At least a B.Sc. in Computer Science, Machine Learning, Agriculture Business, Statistics, Business Analytics, Agronomy or a related field.
Min.3 years of analytical experience, preferably in data mining, predictive analytics or agronomy.
Min.3 years of industry experience in building advanced analytics models and machine learning products across one or more areas of Predictive/Prescriptive Analytics, Computer Vision and Image/Video Processing/Analytics, Natural Language Processing, Time Series Analysis and robotics will be an advantage.
Strong proficiency in data analytics programming languages and software.
Deep critical thinking capabilities with ability to dissect complex problems into segments for analysis.
Strong competency in time and project management, attention to detail, organizational skills and working independently.
Excellent verbal, written and interpersonal communication skills
Comfortable with multi-tasking in a fast-paced environment.",4250.0
122,122,NINJA LOGISTICS PTE. LTD.,analyst,MCF-2021-0226780,"KEWALRAM HOUSE, 30 JALAN KILANG BARAT 159363",full time,Senior Executive,2,logistics / supply chain,"$3,600to$4,400",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities
Responsibilities
Liaise with stakeholders to identify issues and how data can help support or resolve the issues
Interpret data and analyse results by employing a variety of data analytical techniques
Provide recommendations and solutions based on data insights
Design, develop and automate reports and visualization tools (dashboards) to support identified business needs
Lead and design the organisation's documentation framework for common data matrixes

Requirements
Bachelors' Degree, preferably in Computer Science, Engineering, Mathematics or Statistics
2+ years of experience in data analytics and product / process improvement-related initiatives
Experience in SQL and R/ Python (Or other tools for statistical analysis) and data visualisation tools
Self- starter with a structured thought process",4000.0
123,123,Y3 TECHNOLOGIES PTE LTD,analyst,MCF-2021-0193103,8 BULIM AVENUE 648166,full time,Manager,2,information technology,"$4,000to$6,000",Monthly,Posted 29 Apr 2021,Closing on 29 May 2021,"Roles & Responsibilities
Job Description & Requirements
• Deliver cutting edge BI solutions to produce valuable business insights for clients
• Understanding business requirements and formulate models and methods to provide thorough and in-depth analysis for clients
• Translating it into the design documents such as specifications and storyboards.
• Leading and delivering analytics/dashboard design & development work with key project members
• Staying ahead of new analytics technology and methodologies to provide innovative and comprehensive analytics services to clients

Requirements
• Bachelor/Master degree in Business Analytics / IT / Business or equivalent
• At least 3 years’ experience in Business Analytics
• Extensive storyboarding experience in Tableau Design & Development, Handling Tableau Server
• Developing analytical models through R, R-Shiny/Python scripting
• Strong Knowledge of MS Excel analytics capabilities & PowerPoint
• Candidates with the following skillsets will be considered favorably
• Knowledge of supply chain process
• Knowledge & Clarity of Machine Learning algorithms/concepts applicable for Classification and Forecasting
• Awareness & Knowledge of Regression Analysis (method & techniques)
• Hands-on experience in handling ETL and SQL queries
Through the work, candidates will learn the following.
• Development of business intelligence with cutting edge BI tools
• Understand how business intelligence helps business to gain a competitive edge
• Complex data modelling, analysis and visualization
• Appreciation of supply chain industry
• Exploration of advance analytics capabilities such as forecasting, machine learning and artificial intelligence
• Continuous learning and upgrading of analytics skillsets",5000.0
125,125,VUI SYSTEMS PTE. LTD.,analyst,MCF-2021-0081228,Islandwide,internship/traineeship,Fresh/entry level,0,information technology,"$1,800to$1,800",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities

Job description
Provide transaction support to users for their Purchase Requisitions (PR’s). Items being purchased are in the IT category e.g. AV equipment, telecom equipment, copier, digital signage, peripherals.
Understand the requirements of incoming Purchase Requisitions, secure a quote or quotes from approved suppliers, and help the requesters issue Purchase Orders.
Create contracts (using ARIBA system) and upload them accordingly.
Create catalogs on ARIBA where appropriate.
Training will be provided.
Requirements
· Candidate must possess at least NITEC/ Higher NITEC / Diploma or equivalent
· Preferably Entry Level / Junior Executive specialized in Purchasing/Inventory/Material & Warehouse Management or equivalent.
· Possess a positive work attitude and be able to work well with all levels of staff.
· A good team player and able to work under tight deadlines.
· Good application skills with MS office
· Willingness to learn.
· Meticulous and organized.
· Cooperative and able to interact with all levels of staff.

Duration of Traineeship/s:
6 - 12 months

Eligibility Criteria for SGUnitedTraineeships:
•Singapore Citizen or Permanent Resident; and
a.Graduated or graduating in the calendar year 2020 or 2021 from ITEs, polytechnics, universities, or other educational institutions (e.g. private universities and overseas institutions); or
b.Graduated earlier from the above institutions and completed National Service in 2020 or 2021.",1800.0
126,126,TANGSPAC CONSULTING PTE LTD,engineer,MCF-2021-0225282,"THE OCTAGON, 105 CECIL STREET 069534",full time,Executive,3,information technology,"$4,000to$6,500",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities
Roles & Responsibilities
Responsible for the creation and maintenance of analytics infrastructure that enables almost every other function in the data world
Develop, data import / export, maintenance and testing of data related components within the IT system architecture such as data tables and processing systems
Create data set processes used in modeling, mining, acquisition, and verification
Drive the provision and usage of data tools within the organization
Engage stakeholder to understand their data need
Work within development team to design the data flow and data storage. Provide guideline to developer in implementation. Provision the required database\tables, support and develop application\script.
Investigate issues from data point of view. Support stakeholder on the update, automation and mining of data.
Work with business analyst and architect closely towards getting more useful data and more self-servic e usage of data by stakeholders.
Work with data analyst on initiative to provide dash board for important and useful real-time data in a user friendly presentation
To perform Database maintenance, housekeeping & performance tuning.
An ideal candidate should have the following
Location: Alexandra Rd
At least a Degree/Diploma with minimum 3 years of experience in IT (include programming).
Experience working with ETL tools/frameworks will be an added advantage.
Proficient in SQL programming
Have hands on experience on Oracle DB.
Have hands on experience on Azure SQL skillsets like Azure Data Lake, blob storage.
Data Factory experience will be an added advantage
Interested candidates may send their CV to shena.balquin@tangspac.com",5250.0
127,127,TANGSPAC CONSULTING PTE LTD,developer,MCF-2021-0225286,"THE OCTAGON, 105 CECIL STREET 069534",full time,Executive,3,information technology,"$4,000to$6,500",Monthly,Posted 19 May 2021,Closing on 18 Jun 2021,"Roles & Responsibilities
Roles & Responsibilities
Responsible for the creation and maintenance of analytics infrastructure that enables almost every other function in the data world
Develop, data import / export, maintenance and testing of data related components within the IT system architecture such as data tables and processing systems
Create data set processes used in modeling, mining, acquisition, and verification
Drive the provision and usage of data tools within the organization
Engage stakeholder to understand their data need
Work within development team to design the data flow and data storage. Provide guideline to developer in implementation. Provision the required database\tables, support and develop application\script.
Investigate issues from data point of view. Support stakeholder on the update, automation and mining of data.
Work with business analyst and architect closely towards getting more useful data and more self-servic e usage of data by stakeholders.
Work with data analyst on initiative to provide dash board for important and useful real-time data in a user friendly presentation
To perform Database maintenance, housekeeping & performance tuning.
An ideal candidate should have the following
Location: Alexandra Rd
At least a Degree/Diploma with minimum 3 years of experience in IT (include programming).
Experience working with ETL tools/frameworks will be an added advantage.
Proficient in SQL programming
Have hands on experience on Oracle DB.
Have hands on experience on Azure SQL skillsets like Azure Data Lake, blob storage.
Data Factory experience will be an added advantage
Interested candidates may send their CV to shena.balquin@tangspac.com",5250.0
128,128,SPACE PTE. LTD.,analyst,MCF-2021-0224928,"SP GROUP BUILDING, 2 KALLANG SECTOR 349277",full time,Senior Executive,5,information technology,"$5,500to$8,500",Monthly,Posted 18 May 2021,Closing on 17 Jun 2021,"Roles & Responsibilities
Singapore Power (SP group) is looking for a Senior Data Analyst to join the Digital Team at SP Digital (https://www.spdigital.io/) to design and build data applications and services for operational and new innovation needs. We are a brand-new team in Singapore Power, spearheading the digitization and data transformation efforts and we operate like a startup within the organization, moving with speed and delivering with quality.

The Data Engineering team is part of the Data & AI organization within SP Digital that focuses on the creation, automation and maintenance of high velocity data pipelines to support the use and consumption of data for decision-making and innovation in various SP Group business units. The team also serves as subject matter experts on the running and maintenance of the in-house enterprise data lake, as well as the set up and operation of the enterprise data infrastructure. In addition, the Data Engineering team also supports the business-as-usual (BAU) analytics and business intelligence needs of the various business units, delivering timely insights that impact business decisions.

What You’ll Do:
Work closely with business and management team to identify business needs.
Derive business insights, identify patterns and trends in variety of data sets.
Provide timely reports and analysis for business.
Work closely with data scientist in analysis that help to identify business foresight.
Work closely with data engineer to define and improve data collection and analysis processes.
What You’ll Need:
Experience in analysis of large data sets
Experience in working in big data environment with usages of tools from Hadoop ecosystem and modern cloud technology
Proficient in SQL and ability to optimize data queries
Experience in one or more BI tool such as Power BI, Tableau, Spotfire, etc
Proficient in one or more scripting languages such as Python, R, etc
Ability to translate data insights into non-technical or layman terms for diverse business units
Strong written and verbal communication skills
Bonus:
Experience working with NoSQL databases
Ability to work with semi-structure or un-structure data sets
Experience working with Google Analytics or Behavior analytics equivalent
We regret that only shortlisted candidates will be notified",7000.0
129,129,ENCORA TECHNOLOGIES PTE. LTD.,analyst,MCF-2021-0225068,Islandwide,contract,Middle Management,4,information technology,"$5,000to$9,000",Monthly,Posted 18 May 2021,Closing on 17 Jun 2021,"Roles & Responsibilities
12 months renewable contract through Encora

· Proven experience as an Analytics Manager or Senior Data Analyst
· Ability to work in a fast-paced dynamic environment to produce actionable & visually appealing reports/dashboards for the use cases.
· Analytical skills and strong organizational abilities

· Experience in working with NoSQL databases [Elasticsearch]
· Proficient in Rest APIs, JSON, XML parsing to handle the streaming data.
· Solid experience in data analysis and reporting; Banking industry experience in infrastructure domain is a plus
· Knowledge of Excel, Python and SQL; familiarity with business intelligence tools (e.g. Tableau, Arcadia Data, PowerBI, Kibana)

· Ability to work in a fast-paced dynamic environment to produce actionable & visually appealing reports/dashboards for the use cases.",7000.0
130,130,STANDARD CHARTERED BANK,analyst,MCF-2021-0223878,"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",full time,Manager,15,banking and finance,"$9,000to$18,000",Monthly,Posted 18 May 2021,Closing on 17 Jun 2021,"Roles & Responsibilities
About Standard Chartered
We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.
To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good.
We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base.

The Role Responsibilities

Strategy
Seeking an experienced Market Risk Business and Data Analyst to take a key role in supporting the existing Market Risk infrastructure and delivering the next generation of risk reporting and analysis tools
In this role, you will be tasked with developing productive working relationships with Market Risk business stakeholders (e.g. Risk Managers, Market Risk Change) in London and Singapore to ensure that their business requirements are captured accurately & succinctly; also within the Bank’s IT community, to ensure close cooperation and mutual support
The role has a strong data wrangling element, so advanced Python and MDX sills are required.

Processes
· Translate business requirements into specifications in Jira and Confluence ensuring that developers and testers have a precise understanding of what is to be built and delivered. Review peer specifications to help improve quality and to share knowledge within the team.
· Model data flows and extracts, and create proof of concepts (POCs) using a combination of Python and MDX.
· Working with Project Managers, ensure that questions of scope are addressed constructively and clearly with business stakeholders. Once scope boundaries have been established, ensure that any potential deviation from agreed scope is highlighted to the Project Manager in a timely manner.
· Help ensure requirements documentation and development/delivery take place within the SCB Agile manifesto framework
· In partnership with a dedicated testing team, ensure that all deliveries are fit for purpose, addressing business requirements in a timely, accurate and complete manner, with minimal defects or technical debt. The BA team contributes to test strategy, test plans, expected results (including reference models) and test coordination, as well as participating in the actual testing and diagnosing any defects that arise.
· Train and support business users through acceptance testing, release preparation, go-live and the post-implementation period of each new delivery, assuring a smooth transition into BAU.
· Ensure that knowledge is shared throughout the BA team so that team members can support each other and maintain continuity throughout the project (e.g. covering vacation absence). Senior team members will be asked to mentor less experienced members of the team. Share experience and knowledge across the Market Risk IT team and with the firm-wide BA community.

Regulatory & Business Conduct
· Display exemplary conduct and live by the Group’s Values and Code of Conduct.
· Take personal responsibility for embedding the highest standards of ethics, including regulatory and business conduct, across Standard Chartered Bank. This includes understanding and ensuring compliance with, in letter and spirit, all applicable laws, regulations, guidelines and the Group Code of Conduct.
· Lead to achieve the outcomes set out in the Bank’s Conduct Principles: Fair Outcomes for Clients; Effective Financial Markets; Financial Crime Compliance; The Right Environment.
· Effectively and collaboratively identify, escalate, mitigate and resolve risk, conduct and compliance matters.

Our Ideal Candidate
· In-depth Market Risk knowledge covering VaR, ES, sensitivity analysis, stress testing and risk explain. The successful candidate will be able to demonstrate knowledge across multiple asset classes.
· 15+ years Technology, including 10+ years in Market Risk/Regulatory Reporting & IT
· Experience in regulatory engagement, regulatory reporting and/or addressing regulatory requirements e.g. Basel III, CRD IV, BCBS directives (esp. 239 & 265).
· Experience with ActivePivot and MDX including advanced dashboard design and MDX optimisation.
· Demonstrable experience of maintaining effective working relationships with business sponsors through the negotiation of scope and competing requirements.
· Excellent verbal and written communication skills.
· Python development skills, interacting with ActivePivot for data modelling, analytics, ETL, and extracts.
Apply now to join the Bank for those with big career ambitions.
To view information on our benefits including our flexible working please visit our career pages. We welcome conversations on flexible working.

How to Apply
Click here ( https://scb.taleo.net/careersection/ex/jobdetail.ftl?job=2100011541 ) to apply now and take the next step in fulfilling your potential
You can search and view current opportunities across our organization and apply immediately by visiting www.standardchartered.com and selecting Careers. To help speed up your application, please note the following:
You will need to log in (or register if you are visiting our careers site for the first time) before you can apply for a specific role
Some roles may require you to undertake an online talent assessment in addition to completing the application form (to facilitate this process it is preferable that you provide us with an email address as part of your contact information)
We will ask you about your education, career history and skills and experience, it may be helpful to have this information at hand when completing your application
It usually takes 15 - 20 minutes to complete the application form; you can save your application at any time and return to complete it at your convenience.

Diversity & Inclusion
Standard Chartered is committed to diversity and inclusion. We believe that a work environment which embraces diversity will enable us to get the best out of the broadest spectrum of people to sustain strong business performance and competitive advantage. By building an inclusive culture, each employee can develop a sense of belonging, and have the opportunity to maximize their personal potential.",13500.0
131,131,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,analyst,MCF-2021-0224637,"GUOCO TOWER, 1 WALLICH STREET 078881",full time,Executive,1,information technology,"$3,000to$5,000",Monthly,Posted 18 May 2021,Closing on 17 Jun 2021,"Roles & Responsibilities
Job description
Develop data processing pipelines for analysis, modeling and reporting with SQL, Spark.
Build data dashboard and perform ad-hoc analytics.
Build machine learning models to deliver scalable solutions to business problems.
Run A/B experiments, gather data and perform statistical analysis.
Requirements
University degree in a quantitative discipline like computer science, machine learning, and math/statistics.
Good knowledge of statistical analysis (probabilities, hypothesis testing, multivariate analysis, time series analysis).
Excellent foundation in data query/manipulation of large scale data using SQL and data visualization experience using tools such as Tableau.
Familiar with at least one programming language, e.g. Python, Java, C++, Scala.
Good background in data mining or machine learning; and experience with massive data processing via Hadoop / Spark.
Prior experience in using Hive, Presto.",4000.0
132,132,RECRUIT EXPRESS PTE LTD,analyst,MCF-2021-0224982,"NGEE ANN CITY, 391A ORCHARD ROAD 238873",full time,Executive,2,banking and finance,"$2,800to$3,800",Monthly,Posted 18 May 2021,Closing on 08 Jun 2021,"Roles & Responsibilities
Analysing source data against target database, to determine matches
Engaging with our partners to interrogate the “mapping breaks” to conclude best matches
Execution of subsequent Data stewardship responsibilities, to ensure that we maintain high quality, clean data by adhering to a strict governance and controls framework
Partnering with IT colleagues on any technical support, including agreeing data sets to be validated, and then scripted, UAT of any scripts developed, and post-release support, ensuring that the scripts have been executed correctly
Supporting the BAU Operational Data Team, with the manual update of any data points that cannot be automated/scripted, ensuring the integrity of the data at all times.
Requirements:
Min. Degree holder
Proficient in MS Excel / SQL/ VBA will be highly preferred
Interested applicants, kindly send your resume to joeychen@recruitexpress.com.sg
Joey Chen Hui Yi (R1878026)
Recruit Express Pte Ltd
EA Licence No.: 99C4599",3300.0
